row,sp,Dataset,TraitValue,Lat,Lon,DataContributor,TraitName;;
1,Cassiope tetragona,Atqasuk,0.062,70.46,-157.42,Robert Hollister,PlantHeight;;
2,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.076,69.57536,-138.86479,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
3,Cassiope tetragona,Atqasuk,0.072,70.46,-157.42,Robert Hollister,PlantHeight;;
4,Cassiope tetragona,GLOPNET - Global Plant Trait Network Database,0.1,67.5,-152.5,Ian Wright,PlantHeight;;
5,Cassiope tetragona,Kluane Plateau,0.072,60.97135,-138.41777,Haydn Thomas,PlantHeight;;
6,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.138,69.57536,-138.86479,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
7,Cassiope tetragona,Kilpisjarvi, Finland,0.06,69.05440329,20.81852298,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1538,Vaccinium myrtillus,Filia,0.17,42.46391,0.96144,Alba Anadon-Rosell,PlantHeight;;
1539,Vaccinium myrtillus,Sheffield Database,17.7372262773723,53.4,-1.5,Johannes Cornelissen,SLA;;
1540,Vaccinium myrtillus,Kilpisjarvi, Finland,19.43355482,69.0653501,20.79790358,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1541,Vaccinium myrtillus,The VISTA Plant Trait Database,0.3,58.83,17.4,Eric Garnier,PlantHeight;;
1542,Vaccinium myrtillus,Kilpisjarvi, Finland,0.059,69.057084,20.81791681,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1543,Vaccinium myrtillus,The VISTA Plant Trait Database,20.4,58.83,17.4,Eric Garnier,SLA;;
1544,Vaccinium myrtillus,FUMB,0.12,61.64506,12.59014,Tage Vowles,PlantHeight;;
1545,Vaccinium myrtillus,Sheffield Database,6.61245674740484,53.4,-1.5,Johannes Cornelissen,SLA;;
1546,Vaccinium myrtillus,The Global Leaf Traits,20.751557835,68.33,18.85,Serge Sheremetev,SLA;;
1547,Vaccinium myrtillus,Sheffield Database,18.7873831775701,53.4,-1.5,Johannes Cornelissen,SLA;;
1548,Vaccinium myrtillus,The Functional Ecology of Trees (FET) Database  - Jena,0.4,58.08,27.54,Christian Wirth,PlantHeight;;
1549,Vaccinium myrtillus,LORI,0.09,62.11508,12.27236,Tage Vowles,PlantHeight;;
1550,Vaccinium myrtillus,Abisko & Sheffield Database,20.7515578346859,68.33,18.85,Johannes Cornelissen,SLA;;
1551,Vaccinium myrtillus,Abisko & Sheffield Database,0.25,68.33,18.85,Johannes Cornelissen,PlantHeight;;
1552,Vaccinium myrtillus,Stillberg,18.26923077,46.77,9.87,Janet Prevey,SLA;;
1553,Vaccinium myrtillus,Abisko,0.085,68.32842,18.83924167,Mariska Te Beest,PlantHeight;;
1554,Vaccinium myrtillus,Kilpisjarvi, Finland,0.08,69.06455788,20.80066203,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1555,Vaccinium myrtillus,LOGH,0.01,62.10253,12.34458,Tage Vowles,PlantHeight;;
1556,Vaccinium myrtillus,FUMB,0.08,61.64506,12.59014,Tage Vowles,PlantHeight;;
1557,Vaccinium myrtillus,The VISTA Plant Trait Database,0.3,58.83,17.4,Eric Garnier,PlantHeight;;
1558,Vaccinium myrtillus,FUMB,0.09,61.64506,12.59014,Tage Vowles,PlantHeight;;
1559,Vaccinium myrtillus,Escunhau,19.51,42.66969,0.8388,Alba Anadon-Rosell,SLA;;
1560,Vaccinium myrtillus,LOMB,0.13,62.06711,12.24481,Tage Vowles,PlantHeight;;
1561,Vaccinium myrtillus,FURI,0.01,61.63542,12.6375,Tage Vowles,PlantHeight;;
1562,Vaccinium myrtillus,The Global Leaf Traits,17.5,56.36,-4.6,Serge Sheremetev,SLA;;
1563,Vaccinium myrtillus,LOGH,0.02,62.10253,12.34458,Tage Vowles,PlantHeight;;
1564,Vaccinium myrtillus,TAMB,0.05,68.33694,21.32006,Tage Vowles,PlantHeight;;
1565,Vaccinium myrtillus,The Global Leaf Traits,23.957805907,43.27,-5.16,Serge Sheremetev,SLA;;
1566,Vaccinium myrtillus,LOMB,0.09,62.06711,12.24481,Tage Vowles,PlantHeight;;
1567,Vaccinium myrtillus,TAMB,0.05,68.33694,21.32006,Tage Vowles,PlantHeight;;
1568,Vaccinium myrtillus,FUMB,0.1,61.64506,12.59014,Tage Vowles,PlantHeight;;
1569,Vaccinium myrtillus,FURI,0.07,61.63542,12.6375,Tage Vowles,PlantHeight;;
1570,Vaccinium myrtillus,Kilpisjarvi, Finland,0.193,69.045,20.831,Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson,PlantHeight
1571,Vaccinium myrtillus,Kilpisjarvi, Finland,0.068,69.045,20.831,Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson,PlantHeight
1572,Vaccinium myrtillus,The Global Leaf Traits,20.4,58.83,17.4,Serge Sheremetev,SLA;;
1573,Vaccinium myrtillus,FUMB,0.1,61.64506,12.59014,Tage Vowles,PlantHeight;;
1574,Vaccinium myrtillus,Kilpisjarvi, Finland,16.151,69.045,20.831,Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson,SLA
1575,Vaccinium myrtillus,GLOPNET - Global Plant Trait Network Database,43.859649122807,56.5,61.5,Ian Wright,SLA;;
1576,Vaccinium myrtillus,The Functional Ecology of Trees (FET) Database  - Jena,23.12,53.38,-1.46,Christian Wirth,SLA;;
1577,Vaccinium myrtillus,Causasus Plant Traits Database,0.029,43.4458333333333,41.6927777777778,Nadejda Soudzilovskaia,SeedMass;;
1578,Vaccinium myrtillus,Kilpisjarvi, Finland,15.50013889,69.0645716,20.82582007,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1579,Vaccinium myrtillus,Kilpisjarvi, Finland,20.47567797,69.05832512,20.82637426,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1580,Vaccinium myrtillus,Photosynthesis Traits Worldwide,18.5725002,68,19.5,Vincent Maire,SLA;;
1581,Vaccinium myrtillus,Kilpisjarvi, Finland,0.069,69.0581836,20.82254608,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1582,Vaccinium myrtillus,Kilpisjarvi, Finland,20.08369176,69.05897261,20.81996726,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1583,Vaccinium myrtillus,Kilpisjarvi, Finland,20.60873057,69.05758341,20.80775942,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1584,Vaccinium myrtillus,Kilpisjarvi, Finland,0.049,69.05469161,20.81718961,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1585,Vaccinium myrtillus,Kilpisjarvi, Finland,18.63710027,69.06903043,20.82332438,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1586,Vaccinium myrtillus,Sheffield Database,18.2273365999759,NA,NA,Johannes Cornelissen,SLA;;
1587,Vaccinium myrtillus,Kilpisjarvi, Finland,19.86457227,69.06903043,20.82332438,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1588,Vaccinium myrtillus,Kilpisjarvi, Finland,22.69176471,69.06727337,20.79994421,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1589,Vaccinium myrtillus,Kilpisjarvi, Finland,17.71973077,69.06560453,20.80546809,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1590,Vaccinium myrtillus,Kilpisjarvi, Finland,26.20395604,69.06560453,20.80546809,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1591,Vaccinium myrtillus,Kilpisjarvi, Finland,20.67223404,69.0581836,20.82254608,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1592,Vaccinium myrtillus,Kilpisjarvi, Finland,19.73644205,69.0581836,20.82254608,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1593,Vaccinium myrtillus,Kilpisjarvi, Finland,21.22531532,69.0682042,20.82614869,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1594,Vaccinium myrtillus,Kilpisjarvi, Finland,0.053,69.06357345,20.82104807,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1595,Vaccinium myrtillus,Sheffield Database,19.1626794258373,53.4,-1.5,Johannes Cornelissen,SLA;;
1596,Vaccinium myrtillus,Sheffield Database,14.6428571428571,53.4,-1.5,Johannes Cornelissen,SLA;;
1597,Vaccinium myrtillus,Sheffield Database,6.30699588477366,53.4,-1.5,Johannes Cornelissen,SLA;;
1598,Vaccinium myrtillus,Sheffield Database,17.952,53.4,-1.5,Johannes Cornelissen,SLA;;
1599,Vaccinium myrtillus,The VISTA Plant Trait Database,20.4,58.83,17.4,Eric Garnier,SLA;;
1600,Vaccinium myrtillus,Kilpisjarvi, Finland,19.49821918,69.06202394,20.83032164,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1601,Vaccinium myrtillus,Stillberg,0.155,46.77,9.87,Janet Prevey,PlantHeight;;
1602,Vaccinium myrtillus,Filia,0.12,42.46391,0.96144,Alba Anadon-Rosell,PlantHeight;;
1603,Vaccinium myrtillus,Kilpisjarvi, Finland,0.057,69.06807329,20.8223087,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1604,Vaccinium myrtillus,Kilpisjarvi, Finland,20.44865421,69.06579264,20.8091818,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1605,Vaccinium myrtillus,Caucasus_Nadia,26.94017382,43.44,41.69,Nadia Soudzilovskaia,SLA;;
1606,Vaccinium myrtillus,A Global Data Set of Leaf Photosynthetic Rates, Leaf N and P, and Specific Leaf Area,18,46.01,11.01,Anthony Walker,SLA;;
1607,Vaccinium myrtillus,The Global Leaf Traits,18.03,62.74,11.04,Serge Sheremetev,SLA;;
1608,Vaccinium myrtillus,Kilpisjarvi, Finland,0.135,69.06560453,20.80546809,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1609,Vaccinium myrtillus,Kilpisjarvi, Finland,22.67455556,69.05856531,20.80871858,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1610,Vaccinium myrtillus,Kilpisjarvi, Finland,21.02902062,69.05856531,20.80871858,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1611,Vaccinium myrtillus,LOMB,0.16,62.06711,12.24481,Tage Vowles,PlantHeight;;
1612,Vaccinium myrtillus,The Global Leaf Traits,20.751557835,68.33,18.85,Serge Sheremetev,SLA;;
1613,Vaccinium myrtillus,LOGH,0.02,62.10253,12.34458,Tage Vowles,PlantHeight;;
1614,Vaccinium myrtillus,Abisko & Sheffield Database,23.118034217037,NA,NA,Johannes Cornelissen,SLA;;
1615,Vaccinium myrtillus,European Mountain Meadows Plant Traits Database,0.114,46.84,11.29,Michael Bahn,PlantHeight;;
1616,Vaccinium myrtillus,Kilpisjarvi, Finland,0.096,69.06953275,20.81304977,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1617,Vaccinium myrtillus,FUMB,0.05,61.64506,12.59014,Tage Vowles,PlantHeight;;
1618,Vaccinium myrtillus,Kilpisjarvi, Finland,14.36136179,69.05734899,20.80018055,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1619,Vaccinium myrtillus,LOGH,0.03,62.10253,12.34458,Tage Vowles,PlantHeight;;
1620,Vaccinium myrtillus,Kilpisjarvi, Finland,19.5007722,69.06686089,20.82774531,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1621,Vaccinium myrtillus,Sheffield Database,5.73658536585366,53.4,-1.5,Johannes Cornelissen,SLA;;
1622,Vaccinium myrtillus,Kilpisjarvi, Finland,20.37844,69.05758341,20.80775942,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1623,Vaccinium myrtillus,FUMB,0.07,61.64506,12.59014,Tage Vowles,PlantHeight;;
1624,Vaccinium myrtillus,Escunhau,0.18,42.66969,0.8388,Alba Anadon-Rosell,PlantHeight;;
1625,Vaccinium myrtillus,LOGH,0.03,62.10253,12.34458,Tage Vowles,PlantHeight;;
1626,Vaccinium myrtillus,Abisko & Sheffield Database,20.7515578346859,68.33,18.85,Johannes Cornelissen,SLA;;
1627,Vaccinium myrtillus,LOGH,0.03,62.10253,12.34458,Tage Vowles,PlantHeight;;
1628,Vaccinium myrtillus,Kilpisjarvi, Finland,18.65891732,69.06550602,20.82696349,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1629,Vaccinium myrtillus,LOGH,0.03,62.10253,12.34458,Tage Vowles,PlantHeight;;
1630,Vaccinium myrtillus,Sheffield Database,15.3931034482759,53.4,-1.5,Johannes Cornelissen,SLA;;
1631,Vaccinium myrtillus,Sheffield Database,6.46666666666667,53.4,-1.5,Johannes Cornelissen,SLA;;
1632,Vaccinium myrtillus,Escunhau,0.21,42.66969,0.8388,Alba Anadon-Rosell,PlantHeight;;
1633,Vaccinium myrtillus,LOGH,0.04,62.10253,12.34458,Tage Vowles,PlantHeight;;
1634,Vaccinium myrtillus,LOGH,0.04,62.10253,12.34458,Tage Vowles,PlantHeight;;
1635,Vaccinium myrtillus,Kilpisjarvi, Finland,20.93816794,69.0682042,20.82614869,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1636,Vaccinium myrtillus,The VISTA Plant Trait Database,0.0973,62.78,11.03,Eric Garnier,PlantHeight;;
1637,Vaccinium myrtillus,The VISTA Plant Trait Database,18.17,62.78,11.03,Eric Garnier,SLA;;
1638,Vaccinium myrtillus,Abisko,0.1,68.32842,18.83924167,Mariska Te Beest,PlantHeight;;
1639,Vaccinium myrtillus,The Netherlands Plant Traits Database,29.3888280394305,52.06,5.76,Jenny Ordonez,SLA;;
1640,Vaccinium myrtillus,FURI,0.06,61.63542,12.6375,Tage Vowles,PlantHeight;;
1641,Vaccinium myrtillus,The VISTA Plant Trait Database,0.24,62.7,11.08,Eric Garnier,SeedMass;;
1642,Vaccinium myrtillus,The VISTA Plant Trait Database,18.17,62.7,11.08,Eric Garnier,SLA;;
1643,Vaccinium myrtillus,Stillberg,0.182,46.77,9.87,Janet Prevey,PlantHeight;;
1644,Vaccinium myrtillus,Sheffield Database,23.2993527508091,53.4,-1.5,Johannes Cornelissen,SLA;;
1645,Vaccinium myrtillus,Abisko,18.0662069,68.355968,18.722872,Martin Hallinger,SLA;;
1646,Vaccinium myrtillus,FUMB,0.1,61.64506,12.59014,Tage Vowles,PlantHeight;;
1647,Vaccinium myrtillus,Sheffield Database,7.34082397003745,53.4,-1.5,Johannes Cornelissen,SLA;;
1648,Vaccinium myrtillus,Kilpisjarvi, Finland,0.126,69.0653501,20.79790358,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1649,Vaccinium myrtillus,Filia,0.13,42.46391,0.96144,Alba Anadon-Rosell,PlantHeight;;
1650,Vaccinium myrtillus,Sheffield Database,18.2273365999759,NA,NA,Johannes Cornelissen,SLA;;
1651,Vaccinium myrtillus,The Global Leaf Traits,28.600448934,52.02,5.42,Serge Sheremetev,SLA;;
1652,Vaccinium myrtillus,Kilpisjarvi, Finland,0.052,69.06362953,20.82479542,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1653,Vaccinium myrtillus,RIRI,0.06,67.77306,17.53611,Tage Vowles,PlantHeight;;
1654,Vaccinium myrtillus,The Global Leaf Traits,24.582010582,43.27,-5.16,Serge Sheremetev,SLA;;
1655,Vaccinium myrtillus,FUMB,0.1,61.64506,12.59014,Tage Vowles,PlantHeight;;
1656,Vaccinium myrtillus,Global Seed Mass, Plant Height Database,0.4,59.65,17.95,Angela Moles,SeedMass;;
1657,Vaccinium myrtillus,The Global Leaf Traits,27.175,43.27,-5.16,Serge Sheremetev,SLA;;
1658,Vaccinium myrtillus,Filia,0.17,42.46391,0.96144,Alba Anadon-Rosell,PlantHeight;;
1659,Vaccinium myrtillus,FUMB,0.11,61.64506,12.59014,Tage Vowles,PlantHeight;;
1660,Vaccinium myrtillus,Filia,0.21,42.46391,0.96144,Alba Anadon-Rosell,PlantHeight;;
1661,Vaccinium myrtillus,Kilpisjarvi, Finland,20.91487696,69.06455788,20.80066203,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1662,Vaccinium myrtillus,RIRI,0.08,67.77306,17.53611,Tage Vowles,PlantHeight;;
1663,Vaccinium myrtillus,Abisko,16.4752381,68.355968,18.722872,Martin Hallinger,SLA;;
1664,Vaccinium myrtillus,RIRI,0.08,67.77306,17.53611,Tage Vowles,PlantHeight;;
1665,Vaccinium myrtillus,Kilpisjarvi, Finland,17.41446043,69.06136721,20.81166082,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1666,Vaccinium myrtillus,Kilpisjarvi, Finland,19.06452471,69.0656177,20.83053481,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1667,Vaccinium myrtillus,Filia,14.43,42.46391,0.96144,Alba Anadon-Rosell,SLA;;
1668,Vaccinium myrtillus,Escunhau,0.2,42.66969,0.8388,Alba Anadon-Rosell,PlantHeight;;
1669,Vaccinium myrtillus,Filia,14.99,42.46391,0.96144,Alba Anadon-Rosell,SLA;;
1670,Vaccinium myrtillus,RIRI,0.08,67.77306,17.53611,Tage Vowles,PlantHeight;;
1671,Vaccinium myrtillus,LORI,0.08,62.11508,12.27236,Tage Vowles,PlantHeight;;
1672,Vaccinium myrtillus,LORI,0.1,62.11508,12.27236,Tage Vowles,PlantHeight;;
1673,Vaccinium myrtillus,FURI,0.04,61.63542,12.6375,Tage Vowles,PlantHeight;;
1674,Vaccinium myrtillus,LORI,0.1,62.11508,12.27236,Tage Vowles,PlantHeight;;
1675,Vaccinium myrtillus,Sheffield Database,7.37863247863248,53.4,-1.5,Johannes Cornelissen,SLA;;
1676,Vaccinium myrtillus,LOMB,0.12,62.06711,12.24481,Tage Vowles,PlantHeight;;
1677,Vaccinium myrtillus,LOGH,0.01,62.10253,12.34458,Tage Vowles,PlantHeight;;
1678,Vaccinium myrtillus,FUMB,0.08,61.64506,12.59014,Tage Vowles,PlantHeight;;
1679,Vaccinium myrtillus,Sheffield Database,6.11846153846154,53.4,-1.5,Johannes Cornelissen,SLA;;
1680,Vaccinium myrtillus,Abisko,0.08,68.32842,18.83924167,Mariska Te Beest,PlantHeight;;
1681,Vaccinium myrtillus,Kilpisjarvi, Finland,18.46356164,69.06086401,20.82186949,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1682,Vaccinium myrtillus,Abisko,0.13,68.32842,18.83924167,Mariska Te Beest,PlantHeight;;
1683,Vaccinium myrtillus,LOMB,0.09,62.06711,12.24481,Tage Vowles,PlantHeight;;
1684,Vaccinium myrtillus,Escunhau,19.75,42.66969,0.8388,Alba Anadon-Rosell,SLA;;
1685,Vaccinium myrtillus,Abisko,22.41592593,68.355968,18.722872,Martin Hallinger,SLA;;
1686,Vaccinium myrtillus,The Global Leaf Traits,20.751557835,68.33,18.85,Serge Sheremetev,SLA;;
1687,Vaccinium myrtillus,Kilpisjarvi, Finland,20.03931464,69.06579264,20.8091818,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1688,Vaccinium myrtillus,FUMB,0.1,61.64506,12.59014,Tage Vowles,PlantHeight;;
1689,Vaccinium myrtillus,The Global Leaf Traits,20.4,58.83,17.4,Serge Sheremetev,SLA;;
1690,Vaccinium myrtillus,Kilpisjarvi, Finland,0.079,69.0645716,20.82582007,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1691,Vaccinium myrtillus,Kilpisjarvi, Finland,0.034,69.06051336,20.81442096,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1692,Vaccinium myrtillus,LOMB,0.09,62.06711,12.24481,Tage Vowles,PlantHeight;;
1693,Vaccinium myrtillus,FURI,0.07,61.63542,12.6375,Tage Vowles,PlantHeight;;
1694,Vaccinium myrtillus,Kilpisjarvi, Finland,18.316,69.045,20.831,Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson,SLA
1695,Vaccinium myrtillus,Kilpisjarvi, Finland,19.13,69.045,20.831,Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson,SLA
1696,Vaccinium myrtillus,FURI,0.12,61.63542,12.6375,Tage Vowles,PlantHeight;;
1697,Vaccinium myrtillus,GLOPNET - Global Plant Trait Network Database,18.2273365999759,53.4,-1.5,Ian Wright,SLA;;
1698,Vaccinium myrtillus,Kilpisjarvi, Finland,18.49,69.045,20.831,Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson,SLA
1699,Vaccinium myrtillus,Kilpisjarvi, Finland,23.397,69.045,20.831,Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson,SLA
1700,Vaccinium myrtillus,GLOPNET - Global Plant Trait Network Database,17.1,40.05,-105.6,Ian Wright,SLA;;
1701,Vaccinium myrtillus,Kilpisjarvi, Finland,18.203,69.045,20.831,Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson,SLA
1702,Vaccinium myrtillus,Global Respiration Database,17.0940170940171,40.05,-105.6,Owen Atkin,SLA;;
1703,Vaccinium myrtillus,GLOPNET - Global Plant Trait Network Database,0.2,40.05,-105.6,Ian Wright,PlantHeight;;
1704,Vaccinium myrtillus,Kilpisjarvi, Finland,22.4,69.045,20.831,Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson,SLA
1705,Vaccinium myrtillus,Kilpisjarvi, Finland,0.058,69.05469161,20.81718961,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1706,Vaccinium myrtillus,Kilpisjarvi, Finland,22.627,69.045,20.831,Elina Kaarlejarvi; Anu Eskelinen; Johan Olofsson,SLA
1707,Vaccinium myrtillus,Kilpisjarvi, Finland,20.51980431,69.06550602,20.82696349,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1708,Vaccinium myrtillus,The Global Leaf Traits,18.17,62.78,11.03,Serge Sheremetev,SLA;;
1709,Vaccinium myrtillus,The Global Leaf Traits,20.751557835,68.33,18.85,Serge Sheremetev,SLA;;
1710,Vaccinium myrtillus,Sheffield Database,20.5180555555556,53.4,-1.5,Johannes Cornelissen,SLA;;
1711,Vaccinium myrtillus,Sheffield Database,14.58,53.4,-1.5,Johannes Cornelissen,SLA;;
1712,Vaccinium myrtillus,Sheffield Database,7.6695652173913,53.4,-1.5,Johannes Cornelissen,SLA;;
1713,Vaccinium myrtillus,LOMB,0.12,62.06711,12.24481,Tage Vowles,PlantHeight;;
1714,Vaccinium myrtillus,LOMB,0.12,62.06711,12.24481,Tage Vowles,PlantHeight;;
1715,Vaccinium myrtillus,LOMB,0.13,62.06711,12.24481,Tage Vowles,PlantHeight;;
1716,Vaccinium myrtillus,The VISTA Plant Trait Database,0.24,62.78,11.03,Eric Garnier,SeedMass;;
1717,Vaccinium myrtillus,Kilpisjarvi, Finland,19.05007143,69.06003563,20.824666,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1718,Vaccinium myrtillus,Kilpisjarvi, Finland,0.051,69.0682042,20.82614869,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1719,Vaccinium myrtillus,Kilpisjarvi, Finland,21.97173469,69.06805265,20.79731106,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1720,Vaccinium myrtillus,Kilpisjarvi, Finland,17.48258427,69.06805265,20.79731106,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1721,Vaccinium myrtillus,Escunhau,17.41,42.66969,0.8388,Alba Anadon-Rosell,SLA;;
1722,Vaccinium myrtillus,The Netherlands Plant Traits Database,0.2,52.06,5.76,Jenny Ordonez,PlantHeight;;
1723,Vaccinium myrtillus,Abisko,0.12,68.355968,18.722872,Martin Hallinger,PlantHeight;;
1724,Vaccinium myrtillus,LOGH,0.02,62.10253,12.34458,Tage Vowles,PlantHeight;;
1725,Vaccinium myrtillus,Kilpisjarvi, Finland,20.64573964,69.06829482,20.80471774,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1726,Vaccinium myrtillus,Kilpisjarvi, Finland,0.063,69.06807329,20.8223087,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1727,Vaccinium myrtillus,LOMB,0.09,62.06711,12.24481,Tage Vowles,PlantHeight;;
1728,Vaccinium myrtillus,FURI,0.07,61.63542,12.6375,Tage Vowles,PlantHeight;;
1729,Vaccinium myrtillus,Sheffield Database,20.6174200661522,53.4,-1.5,Johannes Cornelissen,SLA;;
1730,Vaccinium myrtillus,Kilpisjarvi, Finland,17.28468354,69.06357345,20.82104807,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1731,Vaccinium myrtillus,FUMB,0.04,61.64506,12.59014,Tage Vowles,PlantHeight;;
1732,Vaccinium myrtillus,LOGH,0.02,62.10253,12.34458,Tage Vowles,PlantHeight;;
1733,Vaccinium myrtillus,Sheffield Database,16.8352941176471,53.4,-1.5,Johannes Cornelissen,SLA;;
1734,Vaccinium myrtillus,FUMB,0.05,61.64506,12.59014,Tage Vowles,PlantHeight;;
1735,Vaccinium myrtillus,Kilpisjarvi, Finland,0.067,69.06418727,20.81475824,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1736,Vaccinium myrtillus,Sheffield Database,5.6231884057971,53.4,-1.5,Johannes Cornelissen,SLA;;
1737,Vaccinium myrtillus,Sheffield Database,6.21895161290323,53.4,-1.5,Johannes Cornelissen,SLA;;
1738,Vaccinium myrtillus,Kilpisjarvi, Finland,17.74289308,69.06623645,20.82045962,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1739,Vaccinium myrtillus,Sheffield Database,5.97086092715232,53.4,-1.5,Johannes Cornelissen,SLA;;
1740,Vaccinium myrtillus,LOGH,0.03,62.10253,12.34458,Tage Vowles,PlantHeight;;
1741,Vaccinium myrtillus,LOGH,0.03,62.10253,12.34458,Tage Vowles,PlantHeight;;
1742,Vaccinium myrtillus,LOGH,0.03,62.10253,12.34458,Tage Vowles,PlantHeight;;
1743,Vaccinium myrtillus,Kilpisjarvi, Finland,18.71218241,69.0653501,20.79790358,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1744,Vaccinium myrtillus,Kilpisjarvi, Finland,0.079,69.06003563,20.824666,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
1745,Vaccinium myrtillus,Kilpisjarvi, Finland,19.45684543,69.06977501,20.82052835,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1746,Vaccinium myrtillus,Escunhau,0.17,42.66969,0.8388,Alba Anadon-Rosell,PlantHeight;;
1747,Vaccinium myrtillus,Escunhau,0.18,42.66969,0.8388,Alba Anadon-Rosell,PlantHeight;;
1748,Vaccinium myrtillus,European Mountain Meadows Plant Traits Database,16.8075006155452,57.25,-3.5,Michael Bahn,SLA;;
1749,Vaccinium myrtillus,Kilpisjarvi, Finland,15.51125912,69.06917558,20.80554958,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
1750,Vaccinium myrtillus,Sheffield Database,5.73333333333333,53.4,-1.5,Johannes Cornelissen,SLA;;
1751,Vaccinium myrtillus,LOGH,0.03,62.10253,12.34458,Tage Vowles,PlantHeight;;
1752,Vaccinium myrtillus,Escunhau,0.2,42.66969,0.8388,Alba Anadon-Rosell,PlantHeight;;
1753,Vaccinium myrtillus,LOGH,0.04,62.10253,12.34458,Tage Vowles,PlantHeight;;
1754,Vaccinium myrtillus,LOGH,0.04,62.10253,12.34458,Tage Vowles,PlantHeight;;
